State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Person Type,Injury Severity,Crash Date.day-of-week
Massachusetts,Clear,6/19/2011,1,Urban-Principal Arterial-Interstate,39,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Massachusetts,Clear,6/19/2011,1,Urban-Principal Arterial-Interstate,40,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Connecticut,Clear,6/19/2011,1,Urban-Other Principal Arterial,3,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Connecticut,Clear,6/19/2011,1,Urban-Other Principal Arterial,9,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Connecticut,Clear,6/19/2011,1,Urban-Principal Arterial-Interstate,35,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Connecticut,Clear,6/19/2011,1,Urban-Principal Arterial-Interstate,38,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Connecticut,Clear,6/19/2011,1,Urban-Other Principal Arterial,21,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Maine,Clear,6/20/2011,1,Rural-Minor Arterial,17,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),1
Connecticut,Clear,6/20/2011,1,Urban-Other Principal Arterial,57,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Connecticut,Clear,6/20/2011,1,Urban-Other Principal Arterial,67,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Nebraska,Clear,6/20/2011,1,Rural-Principal Arterial-Other,18,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),1
Nebraska,Cloudy,6/20/2011,1,Rural-Principal Arterial-Other,20,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),1
Nebraska,Cloudy,6/20/2011,1,Rural-Principal Arterial-Other,63,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Vermont,Cloudy,6/22/2011,3,Urban-Local Road or Street,17,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),3
North Dakota,Clear,6/22/2011,1,Rural-Principal Arterial-Other,47,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Wyoming,Clear,6/22/2011,2,Rural-Local Road or Street,20,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),3
Wyoming,Clear,6/22/2011,2,Rural-Local Road or Street,44,Driver of a Motor Vehicle In-Transport,Possible Injury (C),3
Wyoming,Clear,6/22/2011,2,Rural-Local Road or Street,44,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,20,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,20,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),3
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,21,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,22,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,23,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Idaho,Cloudy,6/22/2011,4,Rural-Principal Arterial-Interstate,23,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Idaho,Clear,6/22/2011,1,Rural-Minor Arterial,56,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Nebraska,Cloudy,6/22/2011,1,Rural-Major Collector,62,Driver of a Motor Vehicle In-Transport,Possible Injury (C),3
Wyoming,Cloudy,6/23/2011,1,Rural-Principal Arterial-Interstate,35,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Wyoming,Clear,6/23/2011,1,Rural-Principal Arterial-Other,81,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Nebraska,Clear,6/23/2011,1,Urban-Other Principal Arterial,49,Driver of a Motor Vehicle In-Transport,No Injury (O),4
Maine,Rain,6/24/2011,1,Rural-Local Road or Street,53,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),5
Idaho,Clear,6/24/2011,1,Rural-Major Collector,80,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),5
Montana,Clear,6/24/2011,1,Rural-Principal Arterial-Interstate,60,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),5
Montana,Cloudy,6/24/2011,1,Rural-Principal Arterial-Other,55,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),5
North Dakota,Clear,6/25/2011,1,Rural-Local Road or Street,15,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Idaho,Clear,6/25/2011,1,Rural-Unknown Rural,,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),6
Montana,Clear,6/25/2011,1,Urban-Minor Arterial,6,Passenger of a Motor Vehicle In-Transport,No Injury (O),6
Montana,Clear,6/25/2011,1,Urban-Minor Arterial,11,Passenger of a Motor Vehicle In-Transport,No Injury (O),6
Montana,Clear,6/25/2011,1,Urban-Minor Arterial,29,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Massachusetts,Cloudy,6/25/2011,1,Urban-Local Road or Street,21,Passenger of a Motor Vehicle In-Transport,No Injury (O),6
Massachusetts,Cloudy,6/25/2011,1,Urban-Local Road or Street,35,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Utah,Clear,6/25/2011,1,Urban-Local Road or Street,1,Passenger of a Motor Vehicle In-Transport,No Injury (O),6
Utah,Clear,6/25/2011,1,Urban-Local Road or Street,15,Bicyclist,Non-incapacitating Evident Injury (B),6
Utah,Clear,6/25/2011,1,Urban-Minor Arterial,11,Pedestrian,Fatal Injury (K),6
Utah,Clear,6/25/2011,1,Urban-Minor Arterial,,Passenger of a Motor Vehicle In-Transport,No Injury (O),6
Connecticut,Clear,6/26/2011,1,Urban-Local Road or Street,17,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Connecticut,Clear,6/26/2011,1,Urban-Local Road or Street,17,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Connecticut,Clear,6/26/2011,1,Urban-Local Road or Street,18,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Connecticut,Clear,6/26/2011,1,Urban-Local Road or Street,18,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Utah,Clear,6/26/2011,1,Rural-Principal Arterial-Interstate,26,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Utah,Clear,6/26/2011,1,Rural-Principal Arterial-Interstate,28,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Hawaii,Clear,6/27/2011,1,Urban-Local Road or Street,76,Pedestrian,Fatal Injury (K),1
North Dakota,Clear,6/27/2011,1,Urban-Local Road or Street,50,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Idaho,Clear,6/27/2011,1,Rural-Local Road or Street,63,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),1
Massachusetts,Clear,6/27/2011,1,Urban-Minor Arterial,15,Passenger of a Motor Vehicle In-Transport,No Injury (O),1
Massachusetts,Clear,6/27/2011,1,Urban-Minor Arterial,21,Passenger of a Motor Vehicle In-Transport,No Injury (O),1
Massachusetts,Clear,6/27/2011,1,Urban-Minor Arterial,36,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Vermont,Clear,6/28/2011,1,Rural-Minor Arterial,47,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Idaho,Cloudy,6/28/2011,1,Rural-Principal Arterial-Other,32,Passenger of a Motor Vehicle In-Transport,No Injury (O),2
Idaho,Cloudy,6/28/2011,1,Rural-Principal Arterial-Other,62,Pedestrian,Fatal Injury (K),2
Utah,Clear,6/28/2011,1,Urban-Local Road or Street,2,Pedestrian,Fatal Injury (K),2
Utah,Clear,6/28/2011,1,Urban-Local Road or Street,8,Passenger of a Motor Vehicle In-Transport,No Injury (O),2
South Dakota,Clear,6/29/2011,1,Rural-Minor Arterial,41,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
South Dakota,Clear,6/29/2011,1,Rural-Principal Arterial-Interstate,46,Occupant of a Motor Vehicle Not In- Transport,Possible Injury (C),3
North Dakota,Clear,6/29/2011,1,Rural-Minor Arterial,21,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Delaware,Clear,6/29/2011,1,Urban-Principal Arterial-Interstate,41,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Delaware,Clear,6/29/2011,1,Urban-Principal Arterial-Interstate,44,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Idaho,Clear,6/29/2011,1,Rural-Local Road or Street,40,Driver of a Motor Vehicle In-Transport,No Injury (O),3
Idaho,Clear,6/29/2011,1,Rural-Local Road or Street,92,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),3
Hawaii,Clear,6/30/2011,1,Urban-Minor Arterial,37,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),4
Hawaii,Clear,6/30/2011,1,Urban-Minor Arterial,48,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Wyoming,Clear,6/30/2011,1,Rural-Principal Arterial-Interstate,69,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Wyoming,Unknown,6/30/2011,2,Rural-Minor Arterial,43,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Delaware,Clear,6/30/2011,1,Rural-Principal Arterial-Other,39,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Delaware,Clear,6/30/2011,1,Rural-Principal Arterial-Other,49,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),4
Idaho,Clear,6/30/2011,1,Rural-Principal Arterial-Other,15,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),4
Idaho,Clear,6/30/2011,1,Rural-Principal Arterial-Other,38,Driver of a Motor Vehicle In-Transport,No Injury (O),4
Idaho,Clear,6/30/2011,1,Rural-Principal Arterial-Other,39,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),4
Connecticut,Clear,6/30/2011,1,Urban-Principal Arterial-Interstate,58,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Montana,Clear,6/30/2011,1,Rural-Principal Arterial-Interstate,74,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),4
Utah,Clear,6/30/2011,1,Urban-Local Road or Street,32,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Hawaii,Cloudy,7/1/2011,1,Rural-Local Road or Street,23,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),5
Delaware,Clear,7/1/2011,1,Rural-Principal Arterial-Other,28,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),5
Montana,Rain,7/1/2011,1,Rural-Principal Arterial-Interstate,72,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),5
Montana,Clear,7/1/2011,1,Rural-Minor Arterial,51,Passenger of a Motor Vehicle In-Transport,No Injury (O),5
Montana,Clear,7/1/2011,1,Rural-Minor Arterial,59,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),5
Utah,Clear,7/1/2011,1,Rural-Principal Arterial-Interstate,62,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),5
Utah,Clear,7/1/2011,1,Rural-Local Road or Street,57,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),5
District of Columbia,Clear,7/2/2011,3,Urban-Local Road or Street,17,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),6
District of Columbia,Clear,7/2/2011,3,Urban-Local Road or Street,32,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Alaska,Cloudy,7/2/2011,1,Rural-Principal Arterial-Other,69,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
South Dakota,Clear,7/2/2011,1,Rural-Principal Arterial-Other,9,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
South Dakota,Clear,7/2/2011,1,Rural-Principal Arterial-Other,83,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Hawaii,Clear,7/2/2011,2,Rural-Major Collector,67,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),6
Hawaii,Clear,7/2/2011,2,Rural-Major Collector,68,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Connecticut,Clear,7/2/2011,1,Urban-Minor Arterial,66,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Connecticut,Clear,7/2/2011,1,Urban-Minor Arterial,75,Pedestrian,Fatal Injury (K),6
Montana,Clear,7/2/2011,3,Rural-Principal Arterial-Other,0,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Montana,Clear,7/2/2011,3,Rural-Principal Arterial-Other,2,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),6
Montana,Clear,7/2/2011,3,Rural-Principal Arterial-Other,19,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Montana,Clear,7/2/2011,3,Rural-Principal Arterial-Other,22,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),6
District of Columbia,Clear,7/2/2011,3,Urban-Local Road or Street,20,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),6
District of Columbia,Clear,7/2/2011,3,Urban-Local Road or Street,32,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),6
South Dakota,Clear,7/3/2011,1,Rural-Minor Arterial,1,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
South Dakota,Clear,7/3/2011,1,Rural-Minor Arterial,31,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
South Dakota,Clear,7/3/2011,1,Rural-Minor Arterial,34,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
South Dakota,Clear,7/3/2011,1,Rural-Minor Arterial,60,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Hawaii,Clear,7/3/2011,1,Urban-Minor Arterial,21,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Hawaii,Clear,7/3/2011,1,Urban-Other Principal Arterial,2,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Hawaii,Clear,7/3/2011,1,Urban-Other Principal Arterial,23,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Hawaii,Clear,7/3/2011,1,Urban-Other Principal Arterial,28,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Hawaii,Clear,7/3/2011,1,Urban-Other Principal Arterial,29,Driver of a Motor Vehicle In-Transport,No Injury (O),7
New Hampshire,Clear,7/4/2011,1,Rural-Minor Collector,4,Passenger of a Motor Vehicle In-Transport,No Injury (O),1
New Hampshire,Clear,7/4/2011,1,Rural-Minor Collector,26,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
New Hampshire,Clear,7/4/2011,1,Rural-Minor Collector,53,Passenger of a Motor Vehicle In-Transport,No Injury (O),1
Hawaii,Clear,7/4/2011,1,Urban-Collector,19,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),1
Hawaii,Clear,7/5/2011,1,Urban-Collector,38,Passenger of a Motor Vehicle In-Transport,No Injury (O),2
Montana,Clear,7/5/2011,2,Rural-Principal Arterial-Other,16,Passenger of a Motor Vehicle In-Transport,No Injury (O),2
Montana,Clear,7/5/2011,2,Rural-Principal Arterial-Other,54,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),2
Montana,Clear,7/5/2011,2,Rural-Principal Arterial-Other,59,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Montana,Clear,7/5/2011,1,Rural-Minor Arterial,16,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Rhode Island,Clear,7/6/2011,1,Urban-Local Road or Street,81,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),3
Rhode Island,Clear,7/7/2011,1,Urban-Local Road or Street,45,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
South Dakota,Cloudy,7/7/2011,1,Urban-Minor Arterial,52,Driver of a Motor Vehicle In-Transport,No Injury (O),4
Wyoming,Rain,7/7/2011,1,Urban-Principal Arterial-Interstate,37,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Idaho,Clear,7/7/2011,3,Rural-Principal Arterial-Other,1,Passenger of a Motor Vehicle In-Transport,No Injury (O),4
Idaho,Clear,7/7/2011,3,Rural-Principal Arterial-Other,3,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),4
Idaho,Clear,7/7/2011,3,Rural-Principal Arterial-Other,16,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Idaho,Clear,7/7/2011,3,Rural-Principal Arterial-Other,16,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),4
Idaho,Clear,7/7/2011,3,Rural-Principal Arterial-Other,25,Passenger of a Motor Vehicle In-Transport,No Injury (O),4
Rhode Island,Clear,7/8/2011,1,Urban-Minor Arterial,21,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),5
Wyoming,Clear,7/8/2011,1,Rural-Principal Arterial-Interstate,17,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),5
Wyoming,Clear,7/8/2011,1,Rural-Principal Arterial-Interstate,58,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),5
Wyoming,Clear,7/8/2011,1,Rural-Principal Arterial-Interstate,60,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),5
South Dakota,Clear,7/8/2011,1,Rural-Minor Arterial,49,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),5
Utah,Clear,7/8/2011,1,Rural-Principal Arterial-Interstate,38,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),5
Wyoming,Clear,7/9/2011,1,Rural-Principal Arterial-Interstate,21,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),6
Wyoming,Clear,7/9/2011,1,Rural-Principal Arterial-Interstate,44,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Idaho,Clear,7/9/2011,1,Rural-Major Collector,22,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),6
New Hampshire,Clear,7/10/2011,1,Rural-Local Road or Street,21,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Hawaii,Clear,7/10/2011,1,Urban-Other Principal Arterial,18,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Connecticut,Clear,7/10/2011,1,Rural-Minor Arterial,39,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Connecticut,Clear,7/10/2011,1,Rural-Minor Arterial,43,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Wyoming,Clear,7/10/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,21,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Wyoming,Clear,7/10/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,33,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Wyoming,Rain,7/11/2011,1,Rural-Principal Arterial-Other,5,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),1
Wyoming,Rain,7/11/2011,1,Rural-Principal Arterial-Other,8,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),1
Wyoming,Rain,7/11/2011,1,Rural-Principal Arterial-Other,43,Driver of a Motor Vehicle In-Transport,No Injury (O),1
Wyoming,Rain,7/11/2011,1,Rural-Principal Arterial-Other,45,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),1
Wyoming,Rain,7/11/2011,1,Rural-Principal Arterial-Other,70,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),1
Rhode Island,Clear,7/12/2011,1,Urban-Local Road or Street,25,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),2
Maine,Clear,7/12/2011,1,Rural-Local Road or Street,74,Driver of a Motor Vehicle In-Transport,No Injury (O),2
Maine,Clear,7/12/2011,1,Rural-Local Road or Street,81,Pedestrian,Fatal Injury (K),2
North Dakota,Clear,7/12/2011,1,Rural-Major Collector,68,Driver of a Motor Vehicle In-Transport,No Injury (O),2
Utah,Clear,7/12/2011,1,Urban-Principal Arterial-Interstate,15,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),2
Utah,Clear,7/12/2011,1,Urban-Principal Arterial-Interstate,29,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),2
Utah,Clear,7/12/2011,1,Urban-Principal Arterial-Interstate,76,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),2
Connecticut,Rain,7/13/2011,1,Urban-Minor Arterial,44,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),3
Utah,Clear,7/13/2011,1,Rural-Minor Arterial,15,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),3
Utah,Clear,7/13/2011,1,Rural-Minor Arterial,59,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),3
Massachusetts,Clear,7/14/2011,1,Urban-Minor Arterial,14,Passenger of a Motor Vehicle In-Transport,No Injury (O),4
Massachusetts,Clear,7/14/2011,1,Urban-Minor Arterial,36,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
Massachusetts,Clear,7/14/2011,1,Urban-Minor Arterial,52,Driver of a Motor Vehicle In-Transport,No Injury (O),4
Idaho,Clear,7/14/2011,1,Rural-Local Road or Street,71,Driver of a Motor Vehicle In-Transport,No Injury (O),4
Montana,Clear,7/14/2011,1,Rural-Minor Arterial,59,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),4
